City,Venue,Host_Country,Date,Match Type,Team 1,Team 2,Team 1 Captain,Team 2 Captain,Team 1 Wicket Keeper,Team 2 Wicket Keeper,Toss Winner,Decision,Opening Team,Winner,By Runs,By Wickets,Run Won By,Wickets Won By,Player of the Match,Umpire 1,Umpire 2
Mumbai,Wankhede Stadium,India,07-05-2013,Group Stage,Mumbai Indians,Kolkata Knight Riders,,,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,65,,SR Tendulkar,HDPK Dharmasena,S Ravi
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,08-05-2013,Group Stage,Sunrisers Hyderabad,Chennai Super Kings,,,,,Sunrisers Hyderabad,field,Chennai Super Kings,Chennai Super Kings,1,0,77,,SK Raina,S Das,NJ Llong
Chandigarh,"Punjab Cricket Association Stadium, Mohali",India,09-05-2013,Group Stage,Kings XI Punjab,Rajasthan Royals,,,,,Rajasthan Royals,field,Kings XI Punjab,Rajasthan Royals,0,1,,8,KK Cooper,HDPK Dharmasena,S Ravi
Pune,Subrata Roy Sahara Stadium,India,09-05-2013,Group Stage,Pune Warriors,Kolkata Knight Riders,,,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Kolkata Knight Riders,1,0,46,,G Gambhir,Asad Rauf,S Asnani
Delhi,Feroz Shah Kotla,India,10-05-2013,Group Stage,Delhi Daredevils,Royal Challengers Bangalore,,,,,Delhi Daredevils,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,4,,JD Unadkat,NJ Llong,K Srinath
Pune,Subrata Roy Sahara Stadium,India,11-05-2013,Group Stage,Pune Warriors,Mumbai Indians,,,,,Pune Warriors,bat,Pune Warriors,Mumbai Indians,0,1,,5,MG Johnson,Asad Rauf,AK Chaudhary
Chandigarh,"Punjab Cricket Association Stadium, Mohali",India,11-05-2013,Group Stage,Kings XI Punjab,Sunrisers Hyderabad,,,,,Kings XI Punjab,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,30,,PA Patel,S Das,RJ Tucker
Ranchi,JSCA International Stadium Complex,India,12-05-2013,Group Stage,Kolkata Knight Riders,Royal Challengers Bangalore,,,,,Kolkata Knight Riders,field,Royal Challengers Bangalore,Kolkata Knight Riders,0,1,,5,JH Kallis,NJ Llong,K Srinath
Jaipur,Sawai Mansingh Stadium,India,12-05-2013,Group Stage,Rajasthan Royals,Chennai Super Kings,,,,,Rajasthan Royals,field,Chennai Super Kings,Rajasthan Royals,0,1,,5,SR Watson,HDPK Dharmasena,CK Nandan
Mumbai,Wankhede Stadium,India,13-05-2013,Group Stage,Mumbai Indians,Sunrisers Hyderabad,,,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Mumbai Indians,0,1,,7,KA Pollard,AK Chaudhary,SJA Taufel
Bangalore,M Chinnaswamy Stadium,India,14-05-2013,Group Stage,Royal Challengers Bangalore,Kings XI Punjab,,,,,Kings XI Punjab,field,Royal Challengers Bangalore,Kings XI Punjab,0,1,,7,AC Gilchrist,HDPK Dharmasena,S Ravi
Chennai,"MA Chidambaram Stadium, Chepauk",India,14-05-2013,Group Stage,Chennai Super Kings,Delhi Daredevils,,,,,Chennai Super Kings,bat,Chennai Super Kings,Chennai Super Kings,1,0,33,,MS Dhoni,C Shamshuddin,RJ Tucker
Ranchi,JSCA International Stadium Complex,India,15-05-2013,Group Stage,Kolkata Knight Riders,Pune Warriors,,,,,Kolkata Knight Riders,field,Pune Warriors,Pune Warriors,1,0,7,,MK Pandey,NJ Llong,K Srinath
Mumbai,Wankhede Stadium,India,15-05-2013,Group Stage,Mumbai Indians,Rajasthan Royals,,,,,Rajasthan Royals,field,Mumbai Indians,Mumbai Indians,1,0,14,,AP Tare,Asad Rauf,S Asnani
Dharamsala,Himachal Pradesh Cricket Association Stadium,India,16-05-2013,Group Stage,Kings XI Punjab,Delhi Daredevils,,,,,Delhi Daredevils,field,Kings XI Punjab,Kings XI Punjab,1,0,7,,DA Miller,HDPK Dharmasena,S Ravi
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",India,17-05-2013,Group Stage,Sunrisers Hyderabad,Rajasthan Royals,,,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,23,,A Mishra,Asad Rauf,AK Chaudhary
Dharamsala,Himachal Pradesh Cricket Association Stadium,India,18-05-2013,Group Stage,Kings XI Punjab,Mumbai Indians,,,,,Mumbai Indians,field,Kings XI Punjab,Kings XI Punjab,1,0,50,,Azhar Mahmood,HDPK Dharmasena,CK Nandan
Bangalore,M Chinnaswamy Stadium,India,18-05-2013,Group Stage,Royal Challengers Bangalore,Chennai Super Kings,,,,,Chennai Super Kings,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,24,,V Kohli,C Shamshuddin,RJ Tucker
Pune,Subrata Roy Sahara Stadium,India,19-05-2013,Group Stage,Pune Warriors,Delhi Daredevils,,,,,Pune Warriors,bat,Pune Warriors,Pune Warriors,1,0,38,,LJ Wright,NJ Llong,SJA Taufel
