City,Venue,Date,Team 1,Team 2,Team 1 Captain,Team 2 Captain,Toss Winner,Decision,Opening Team,Winner,By Runs,By Wickets,Run Won By,Wickets Won By,Player of the Match,Umpire 1,Umpire 2
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-05-04,Sunrisers Hyderabad,Delhi Daredevils,,,Delhi Daredevils,bat,Delhi Daredevils,Sunrisers Hyderabad,0,1,,6,DJG Sammy,Asad Rauf,S Asnani
Bangalore,M Chinnaswamy Stadium,2013-05-14,Royal Challengers Bangalore,Kings XI Punjab,,,Kings XI Punjab,field,Royal Challengers Bangalore,Kings XI Punjab,0,1,,7,AC Gilchrist,HDPK Dharmasena,S Ravi
Mumbai,Wankhede Stadium,2013-05-05,Mumbai Indians,Chennai Super Kings,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,60,,MG Johnson,HDPK Dharmasena,CK Nandan
Jaipur,Sawai Mansingh Stadium,2013-05-05,Rajasthan Royals,Pune Warriors,,,Pune Warriors,bat,Pune Warriors,Rajasthan Royals,0,1,,5,AM Rahane,C Shamshuddin,RJ Tucker
Bangalore,M Chinnaswamy Stadium,2013-04-09,Royal Challengers Bangalore,Sunrisers Hyderabad,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Royal Challengers Bangalore,0,1,,7,V Kohli,S Ravi,SJA Taufel
Jaipur,Sawai Mansingh Stadium,2013-05-07,Rajasthan Royals,Delhi Daredevils,,,Delhi Daredevils,bat,Delhi Daredevils,Rajasthan Royals,0,1,,9,AM Rahane,Aleem Dar,RJ Tucker
Mumbai,Wankhede Stadium,2013-05-07,Mumbai Indians,Kolkata Knight Riders,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,65,,SR Tendulkar,HDPK Dharmasena,S Ravi
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-05-08,Sunrisers Hyderabad,Chennai Super Kings,,,Sunrisers Hyderabad,field,Chennai Super Kings,Chennai Super Kings,1,0,77,,SK Raina,S Das,NJ Llong
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013-05-09,Kings XI Punjab,Rajasthan Royals,,,Rajasthan Royals,field,Kings XI Punjab,Rajasthan Royals,0,1,,8,KK Cooper,HDPK Dharmasena,S Ravi
Pune,Subrata Roy Sahara Stadium,2013-05-09,Pune Warriors,Kolkata Knight Riders,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Kolkata Knight Riders,1,0,46,,G Gambhir,Asad Rauf,S Asnani
Delhi,Feroz Shah Kotla,2013-05-10,Delhi Daredevils,Royal Challengers Bangalore,,,Delhi Daredevils,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,4,,JD Unadkat,NJ Llong,K Srinath
Pune,Subrata Roy Sahara Stadium,2013-05-11,Pune Warriors,Mumbai Indians,,,Pune Warriors,bat,Pune Warriors,Mumbai Indians,0,1,,5,MG Johnson,Asad Rauf,AK Chaudhary
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013-05-11,Kings XI Punjab,Sunrisers Hyderabad,,,Kings XI Punjab,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,30,,PA Patel,S Das,RJ Tucker
Ranchi,JSCA International Stadium Complex,2013-05-12,Kolkata Knight Riders,Royal Challengers Bangalore,,,Kolkata Knight Riders,field,Royal Challengers Bangalore,Kolkata Knight Riders,0,1,,5,JH Kallis,NJ Llong,K Srinath
Jaipur,Sawai Mansingh Stadium,2013-05-12,Rajasthan Royals,Chennai Super Kings,,,Rajasthan Royals,field,Chennai Super Kings,Rajasthan Royals,0,1,,5,SR Watson,HDPK Dharmasena,CK Nandan
Delhi,Feroz Shah Kotla,2013-04-23,Delhi Daredevils,Kings XI Punjab,,,Kings XI Punjab,field,Delhi Daredevils,Kings XI Punjab,0,1,,5,Harmeet Singh,VA Kulkarni,K Srinath
Mumbai,Wankhede Stadium,2013-05-13,Mumbai Indians,Sunrisers Hyderabad,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Mumbai Indians,0,1,,7,KA Pollard,AK Chaudhary,SJA Taufel
Ranchi,JSCA International Stadium Complex,2013-05-15,Kolkata Knight Riders,Pune Warriors,,,Kolkata Knight Riders,field,Pune Warriors,Pune Warriors,1,0,7,,MK Pandey,NJ Llong,K Srinath
Chennai,"MA Chidambaram Stadium, Chepauk",2013-05-14,Chennai Super Kings,Delhi Daredevils,,,Chennai Super Kings,bat,Chennai Super Kings,Chennai Super Kings,1,0,33,,MS Dhoni,C Shamshuddin,RJ Tucker
Mumbai,Wankhede Stadium,2013-05-15,Mumbai Indians,Rajasthan Royals,,,Rajasthan Royals,field,Mumbai Indians,Mumbai Indians,1,0,14,,AP Tare,Asad Rauf,S Asnani
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2013-05-06,Kings XI Punjab,Royal Challengers Bangalore,,,Kings XI Punjab,field,Royal Challengers Bangalore,Kings XI Punjab,0,1,,6,DA Miller,VA Kulkarni,NJ Llong
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-05-17,Sunrisers Hyderabad,Rajasthan Royals,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,23,,A Mishra,Asad Rauf,AK Chaudhary
Dharamsala,Himachal Pradesh Cricket Association Stadium,2013-05-18,Kings XI Punjab,Mumbai Indians,,,Mumbai Indians,field,Kings XI Punjab,Kings XI Punjab,1,0,50,,Azhar Mahmood,HDPK Dharmasena,CK Nandan
Pune,Subrata Roy Sahara Stadium,2013-05-19,Pune Warriors,Delhi Daredevils,,,Pune Warriors,bat,Pune Warriors,Pune Warriors,1,0,38,,LJ Wright,NJ Llong,SJA Taufel
Bangalore,M Chinnaswamy Stadium,2013-05-18,Royal Challengers Bangalore,Chennai Super Kings,,,Chennai Super Kings,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,24,,V Kohli,C Shamshuddin,RJ Tucker
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2013-05-19,Sunrisers Hyderabad,Kolkata Knight Riders,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Sunrisers Hyderabad,0,1,,5,PA Patel,Asad Rauf,S Asnani
Delhi,Feroz Shah Kotla,2013-05-21,Chennai Super Kings,Mumbai Indians,,,Chennai Super Kings,bat,Chennai Super Kings,Chennai Super Kings,1,0,48,,MEK Hussey,NJ Llong,RJ Tucker
Delhi,Feroz Shah Kotla,2013-05-22,Rajasthan Royals,Sunrisers Hyderabad,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Rajasthan Royals,0,1,,4,BJ Hodge,S Ravi,RJ Tucker
Kolkata,Eden Gardens,2013-05-24,Mumbai Indians,Rajasthan Royals,,,Rajasthan Royals,bat,Rajasthan Royals,Mumbai Indians,0,1,,4,Harbhajan Singh,C Shamshuddin,SJA Taufel
Kolkata,Eden Gardens,2013-05-26,Chennai Super Kings,Mumbai Indians,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,23,,KA Pollard,HDPK Dharmasena,SJA Taufel
Abu Dhabi,Sheikh Zayed Stadium,2014-04-16,Mumbai Indians,Kolkata Knight Riders,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Kolkata Knight Riders,1,0,41,,JH Kallis,M Erasmus,RK Illingworth
,Sharjah Cricket Stadium,2014-04-17,Delhi Daredevils,Royal Challengers Bangalore,,,Royal Challengers Bangalore,field,Delhi Daredevils,Royal Challengers Bangalore,0,1,,8,YS Chahal,Aleem Dar,S Ravi
Abu Dhabi,Sheikh Zayed Stadium,2014-04-18,Chennai Super Kings,Kings XI Punjab,,,Chennai Super Kings,bat,Chennai Super Kings,Kings XI Punjab,0,1,,6,GJ Maxwell,RK Illingworth,C Shamshuddin
Abu Dhabi,Sheikh Zayed Stadium,2014-04-18,Sunrisers Hyderabad,Rajasthan Royals,,,Rajasthan Royals,field,Sunrisers Hyderabad,Rajasthan Royals,0,1,,4,AM Rahane,BF Bowden,RK Illingworth
,Dubai International Cricket Stadium,2014-04-19,Royal Challengers Bangalore,Mumbai Indians,,,Royal Challengers Bangalore,field,Mumbai Indians,Royal Challengers Bangalore,0,1,,7,PA Patel,Aleem Dar,AK Chaudhary
,Dubai International Cricket Stadium,2014-04-19,Kolkata Knight Riders,Delhi Daredevils,,,Kolkata Knight Riders,bat,Kolkata Knight Riders,Delhi Daredevils,0,1,,4,JP Duminy,Aleem Dar,VA Kulkarni
,Sharjah Cricket Stadium,2014-04-20,Rajasthan Royals,Kings XI Punjab,,,Kings XI Punjab,field,Rajasthan Royals,Kings XI Punjab,0,1,,7,GJ Maxwell,BF Bowden,M Erasmus
Abu Dhabi,Sheikh Zayed Stadium,2014-04-21,Chennai Super Kings,Delhi Daredevils,,,Chennai Super Kings,bat,Chennai Super Kings,Chennai Super Kings,1,0,93,,SK Raina,RK Illingworth,C Shamshuddin
,Sharjah Cricket Stadium,2014-04-22,Kings XI Punjab,Sunrisers Hyderabad,,,Sunrisers Hyderabad,field,Kings XI Punjab,Kings XI Punjab,1,0,72,,GJ Maxwell,M Erasmus,S Ravi
,Dubai International Cricket Stadium,2014-04-23,Rajasthan Royals,Chennai Super Kings,,,Rajasthan Royals,field,Chennai Super Kings,Chennai Super Kings,1,0,7,,RA Jadeja,HDPK Dharmasena,RK Illingworth
,Sharjah Cricket Stadium,2014-04-24,Royal Challengers Bangalore,Kolkata Knight Riders,,,Royal Challengers Bangalore,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,2,,CA Lynn,Aleem Dar,VA Kulkarni
,Dubai International Cricket Stadium,2014-04-25,Sunrisers Hyderabad,Delhi Daredevils,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,4,,AJ Finch,M Erasmus,S Ravi
,Dubai International Cricket Stadium,2014-04-25,Chennai Super Kings,Mumbai Indians,,,Mumbai Indians,bat,Mumbai Indians,Chennai Super Kings,0,1,,7,MM Sharma,BF Bowden,M Erasmus
Abu Dhabi,Sheikh Zayed Stadium,2014-04-26,Rajasthan Royals,Royal Challengers Bangalore,,,Rajasthan Royals,field,Royal Challengers Bangalore,Rajasthan Royals,0,1,,6,PV Tambe,HDPK Dharmasena,C Shamshuddin
Abu Dhabi,Sheikh Zayed Stadium,2014-04-26,Kolkata Knight Riders,Kings XI Punjab,,,Kolkata Knight Riders,field,Kings XI Punjab,Kings XI Punjab,1,0,23,,Sandeep Sharma,HDPK Dharmasena,RK Illingworth
,Sharjah Cricket Stadium,2014-04-27,Delhi Daredevils,Mumbai Indians,,,Mumbai Indians,bat,Mumbai Indians,Delhi Daredevils,0,1,,6,M Vijay,Aleem Dar,VA Kulkarni
,Sharjah Cricket Stadium,2014-04-27,Sunrisers Hyderabad,Chennai Super Kings,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Chennai Super Kings,0,1,,5,DR Smith,AK Chaudhary,VA Kulkarni
,Dubai International Cricket Stadium,2014-04-28,Kings XI Punjab,Royal Challengers Bangalore,,,Kings XI Punjab,field,Royal Challengers Bangalore,Kings XI Punjab,0,1,,5,Sandeep Sharma,BF Bowden,S Ravi
Abu Dhabi,Sheikh Zayed Stadium,2014-04-29,Kolkata Knight Riders,Rajasthan Royals,,,Rajasthan Royals,bat,Rajasthan Royals,Tied,,,,,JP Faulkner,Aleem Dar,AK Chaudhary
,Dubai International Cricket Stadium,2014-04-30,Mumbai Indians,Sunrisers Hyderabad,,,Mumbai Indians,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,15,,B Kumar,HDPK Dharmasena,M Erasmus
Ranchi,JSCA International Stadium Complex,2014-05-02,Chennai Super Kings,Kolkata Knight Riders,,,Chennai Super Kings,bat,Chennai Super Kings,Chennai Super Kings,1,0,34,,RA Jadeja,AK Chaudhary,NJ Llong
Mumbai,Wankhede Stadium,2014-05-03,Mumbai Indians,Kings XI Punjab,,,Kings XI Punjab,bat,Kings XI Punjab,Mumbai Indians,0,1,,5,CJ Anderson,BNJ Oxenford,C Shamshuddin
Delhi,Feroz Shah Kotla,2014-05-03,Delhi Daredevils,Rajasthan Royals,,,Rajasthan Royals,field,Delhi Daredevils,Rajasthan Royals,0,1,,7,KK Nair,SS Hazare,S Ravi
Bangalore,M Chinnaswamy Stadium,2014-05-04,Royal Challengers Bangalore,Sunrisers Hyderabad,,,Royal Challengers Bangalore,field,Sunrisers Hyderabad,Royal Challengers Bangalore,0,1,,4,AB de Villiers,HDPK Dharmasena,VA Kulkarni
Ahmedabad,"Sardar Patel Stadium, Motera",2014-05-05,Rajasthan Royals,Kolkata Knight Riders,,,Kolkata Knight Riders,field,Rajasthan Royals,Rajasthan Royals,1,0,10,,PV Tambe,NJ Llong,CK Nandan
Delhi,Feroz Shah Kotla,2014-05-05,Delhi Daredevils,Chennai Super Kings,,,Chennai Super Kings,field,Delhi Daredevils,Chennai Super Kings,0,1,,8,DR Smith,RM Deshpande,BNJ Oxenford
Mumbai,Wankhede Stadium,2014-05-06,Mumbai Indians,Royal Challengers Bangalore,,,Royal Challengers Bangalore,field,Mumbai Indians,Mumbai Indians,1,0,19,,RG Sharma,S Ravi,K Srinath
Delhi,Feroz Shah Kotla,2014-05-07,Delhi Daredevils,Kolkata Knight Riders,,,Delhi Daredevils,bat,Delhi Daredevils,Kolkata Knight Riders,0,1,,8,G Gambhir,BNJ Oxenford,C Shamshuddin
Cuttack,Barabati Stadium,2014-05-07,Kings XI Punjab,Chennai Super Kings,,,Chennai Super Kings,field,Kings XI Punjab,Kings XI Punjab,1,0,44,,GJ Maxwell,HDPK Dharmasena,PG Pathak
Ahmedabad,"Sardar Patel Stadium, Motera",2014-05-08,Rajasthan Royals,Sunrisers Hyderabad,,,Rajasthan Royals,field,Sunrisers Hyderabad,Sunrisers Hyderabad,1,0,32,,B Kumar,AK Chaudhary,NJ Llong
Bangalore,M Chinnaswamy Stadium,2014-05-09,Royal Challengers Bangalore,Kings XI Punjab,,,Royal Challengers Bangalore,field,Kings XI Punjab,Kings XI Punjab,1,0,32,,Sandeep Sharma,S Ravi,K Srinath
Delhi,Feroz Shah Kotla,2014-05-10,Delhi Daredevils,Sunrisers Hyderabad,,,Sunrisers Hyderabad,field,Delhi Daredevils,Sunrisers Hyderabad,0,1,,8,DW Steyn,RM Deshpande,BNJ Oxenford
Mumbai,Wankhede Stadium,2014-05-10,Mumbai Indians,Chennai Super Kings,,,Chennai Super Kings,field,Mumbai Indians,Chennai Super Kings,0,1,,4,DR Smith,HDPK Dharmasena,VA Kulkarni
Cuttack,Barabati Stadium,2014-05-11,Kings XI Punjab,Kolkata Knight Riders,,,Kolkata Knight Riders,field,Kings XI Punjab,Kolkata Knight Riders,0,1,,9,G Gambhir,NJ Llong,CK Nandan
Bangalore,M Chinnaswamy Stadium,2014-05-11,Royal Challengers Bangalore,Rajasthan Royals,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Rajasthan Royals,0,1,,5,JP Faulkner,S Ravi,RJ Tucker
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2014-05-12,Sunrisers Hyderabad,Mumbai Indians,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Mumbai Indians,0,1,,7,AT Rayudu,HDPK Dharmasena,VA Kulkarni
Ranchi,JSCA International Stadium Complex,2014-05-13,Chennai Super Kings,Rajasthan Royals,,,Rajasthan Royals,bat,Rajasthan Royals,Chennai Super Kings,0,1,,5,RA Jadeja,BNJ Oxenford,C Shamshuddin
Bangalore,M Chinnaswamy Stadium,2014-05-13,Royal Challengers Bangalore,Delhi Daredevils,,,Delhi Daredevils,field,Royal Challengers Bangalore,Royal Challengers Bangalore,1,0,16,,Yuvraj Singh,K Srinath,RJ Tucker
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2014-05-14,Sunrisers Hyderabad,Kings XI Punjab,,,Kings XI Punjab,field,Sunrisers Hyderabad,Kings XI Punjab,0,1,,6,WP Saha,VA Kulkarni,PG Pathak
Cuttack,Barabati Stadium,2014-05-14,Kolkata Knight Riders,Mumbai Indians,,,Kolkata Knight Riders,field,Mumbai Indians,Kolkata Knight Riders,0,1,,6,RV Uthappa,AK Chaudhary,NJ Llong
Ahmedabad,"Sardar Patel Stadium, Motera",2014-05-15,Rajasthan Royals,Delhi Daredevils,,,Delhi Daredevils,field,Rajasthan Royals,Rajasthan Royals,1,0,62,,AM Rahane,S Ravi,RJ Tucker
Ranchi,JSCA International Stadium Complex,2014-05-18,Chennai Super Kings,Royal Challengers Bangalore,,,Chennai Super Kings,bat,Chennai Super Kings,Royal Challengers Bangalore,0,1,,5,AB de Villiers,BNJ Oxenford,C Shamshuddin
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2014-05-18,Sunrisers Hyderabad,Kolkata Knight Riders,,,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,Kolkata Knight Riders,0,1,,7,UT Yadav,NJ Llong,CK Nandan
Ahmedabad,"Sardar Patel Stadium, Motera",2014-05-19,Rajasthan Royals,Mumbai Indians,,,Mumbai Indians,bat,Mumbai Indians,Mumbai Indians,1,0,25,,MEK Hussey,S Ravi,RJ Tucker
Delhi,Feroz Shah Kotla,2014-05-19,Delhi Daredevils,Kings XI Punjab,,,Kings XI Punjab,field,Delhi Daredevils,Kings XI Punjab,0,1,,4,AR Patel,HDPK Dharmasena,PG Pathak
Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2014-05-20,Sunrisers Hyderabad,Royal Challengers Bangalore,,,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,Sunrisers Hyderabad,0,1,,7,DA Warner,AK Chaudhary,NJ Llong
Kolkata,Eden Gardens,2014-05-20,Kolkata Knight Riders,Chennai Super Kings,,,Kolkata Knight Riders,field,Chennai Super Kings,Kolkata Knight Riders,0,1,,8,RV Uthappa,RM Deshpande,C Shamshuddin
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2014-05-21,Kings XI Punjab,Mumbai Indians,,,Mumbai Indians,field,Kings XI Punjab,Mumbai Indians,0,1,,7,LMP Simmons,HDPK Dharmasena,VA Kulkarni
Kolkata,Eden Gardens,2014-05-22,Kolkata Knight Riders,Royal Challengers Bangalore,,,Royal Challengers Bangalore,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,30,,RV Uthappa,AK Chaudhary,CK Nandan
Ranchi,JSCA International Stadium Complex,2014-05-22,Chennai Super Kings,Sunrisers Hyderabad,,,Sunrisers Hyderabad,field,Chennai Super Kings,Sunrisers Hyderabad,0,1,,6,DA Warner,BNJ Oxenford,C Shamshuddin
Mumbai,Wankhede Stadium,2014-05-23,Mumbai Indians,Delhi Daredevils,,,Delhi Daredevils,field,Mumbai Indians,Mumbai Indians,1,0,15,,MEK Hussey,S Ravi,RJ Tucker
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2014-05-23,Kings XI Punjab,Rajasthan Royals,,,Rajasthan Royals,field,Kings XI Punjab,Kings XI Punjab,1,0,16,,SE Marsh,HDPK Dharmasena,PG Pathak
Bangalore,M Chinnaswamy Stadium,2014-05-24,Royal Challengers Bangalore,Chennai Super Kings,,,Chennai Super Kings,field,Royal Challengers Bangalore,Chennai Super Kings,0,1,,8,MS Dhoni,AK Chaudhary,NJ Llong
Kolkata,Eden Gardens,2014-05-24,Kolkata Knight Riders,Sunrisers Hyderabad,,,Kolkata Knight Riders,field,Sunrisers Hyderabad,Kolkata Knight Riders,0,1,,4,YK Pathan,RM Deshpande,BNJ Oxenford
Chandigarh,"Punjab Cricket Association Stadium, Mohali",2014-05-25,Kings XI Punjab,Delhi Daredevils,,,Kings XI Punjab,field,Delhi Daredevils,Kings XI Punjab,0,1,,7,M Vohra,HDPK Dharmasena,VA Kulkarni
Mumbai,Wankhede Stadium,2014-05-25,Mumbai Indians,Rajasthan Royals,,,Mumbai Indians,field,Rajasthan Royals,Mumbai Indians,0,1,,5,CJ Anderson,K Srinath,RJ Tucker
Kolkata,Eden Gardens,2014-05-27,Kings XI Punjab,Kolkata Knight Riders,,,Kings XI Punjab,field,Kolkata Knight Riders,Kolkata Knight Riders,1,0,28,,UT Yadav,NJ Llong,S Ravi
Mumbai,Brabourne Stadium,2014-05-28,Chennai Super Kings,Mumbai Indians,,,Chennai Super Kings,field,Mumbai Indians,Chennai Super Kings,0,1,,7,SK Raina,VA Kulkarni,BNJ Oxenford
Mumbai,Wankhede Stadium,2014-05-30,Chennai Super Kings,Kings XI Punjab,,,Chennai Super Kings,field,Kings XI Punjab,Kings XI Punjab,1,0,24,,V Sehwag,HDPK Dharmasena,RJ Tucker
Bangalore,M Chinnaswamy Stadium,2014-06-01,Kolkata Knight Riders,Kings XI Punjab,,,Kolkata Knight Riders,field,Kings XI Punjab,Kolkata Knight Riders,0,1,,3,MK Pandey,HDPK Dharmasena,BNJ Oxenford
